Store,Dept,Date,Weekly_Sales
8,49,2012-11-02,1962.6985536658785
8,49,2012-11-09,2045.4607564567514
8,49,2012-11-16,1845.0450290235308
8,49,2012-11-23,2155.4977136970497
8,49,2012-11-30,2056.776591535783
8,49,2012-12-07,2139.4201136845013
8,49,2012-12-14,2040.376909726228
8,49,2012-12-21,2215.536759791269
8,49,2012-12-28,1375.1689935762886
8,49,2013-01-04,2017.5300810901444
8,49,2013-01-11,2108.0846079801267
8,49,2013-01-18,1798.4455162249972
8,49,2013-01-25,1956.9908917437124
8,49,2013-02-01,2190.4060604438155
8,49,2013-02-08,2678.5297124340395
8,49,2013-02-15,2344.035848379809
8,49,2013-02-22,1964.43076473836
8,49,2013-03-01,2229.064239479634
8,49,2013-03-08,2392.635225254527
8,49,2013-03-15,2532.2548373847794
8,49,2013-03-22,2273.998551837287
8,49,2013-03-29,2055.6729325240512
8,49,2013-04-05,2364.7582222657775
8,49,2013-04-12,2107.6384926725163
8,49,2013-04-19,2069.7235728832047
8,49,2013-04-26,2194.7046710154405
8,49,2013-05-03,2077.2424449202695
8,49,2013-05-10,2321.922899627513
8,49,2013-05-17,2037.12860797001
8,49,2013-05-24,2067.8286068003854
8,49,2013-05-31,2241.992003289445
8,49,2013-06-07,2398.806607824733
8,49,2013-06-14,2269.4134007264474
8,49,2013-06-21,2186.0289444204327
8,49,2013-06-28,2253.3042639053983
8,49,2013-07-05,2353.163387140326
8,49,2013-07-12,1882.2855193161727
8,49,2013-07-19,1998.7340774939885
8,49,2013-07-26,2038.3203329201333
8,52,2012-11-02,1431.2521112280783
8,52,2012-11-09,1418.9895955540032
8,52,2012-11-16,1341.4192646010606
8,52,2012-11-23,2248.1058157794996
8,52,2012-11-30,1744.6581246232508
8,52,2012-12-07,1878.4500256236597
8,52,2012-12-14,1823.1834260128505
8,52,2012-12-21,1881.81672243514
8,52,2012-12-28,882.373040268189
8,52,2013-01-04,1172.6564461529379
8,52,2013-01-11,1202.8639444522878
8,52,2013-01-18,1201.8697130644264
8,52,2013-01-25,1325.7395912811062
8,52,2013-02-01,1398.7109604537015
8,52,2013-02-08,1779.4109078246172
8,52,2013-02-15,1669.6024194147635
8,52,2013-02-22,1307.5407885490235
8,52,2013-03-01,1250.8556888383614
8,52,2013-03-08,1388.8719912951392
8,52,2013-03-15,1401.9519277473494
8,52,2013-03-22,1417.2172273658098
8,52,2013-03-29,1288.4146512435557
8,52,2013-04-05,1234.3844900218419
8,52,2013-04-12,1213.1442117787908
8,52,2013-04-19,1308.4614720070085
8,52,2013-04-26,1226.3206671536059
8,52,2013-05-03,1342.152203529646
8,52,2013-05-10,1374.1752556536417
8,52,2013-05-17,1652.2072049885708
8,52,2013-05-24,1282.8741946353427
8,52,2013-05-31,1378.4654422423528
8,52,2013-06-07,1390.0294063222873
8,52,2013-06-14,1302.914427053351
8,52,2013-06-21,1420.0561723423432
8,52,2013-06-28,1346.599084468864
8,52,2013-07-05,1552.919654089517
8,52,2013-07-12,1262.2581545600074
8,52,2013-07-19,1182.1744599323065
8,52,2013-07-26,1250.685957198932
8,54,2012-11-09,45.1582781133656
8,54,2012-11-16,0.0
8,54,2012-11-23,334.26846051226187
8,54,2012-11-30,98.34666202895471
8,54,2012-12-07,126.08902659696415
8,54,2012-12-21,141.0773945799842
8,54,2012-12-28,0.0
8,54,2013-01-18,0.0
8,54,2013-01-25,1.7743692901794432
8,54,2013-02-08,374.93462835945604
8,54,2013-02-22,0.0
8,54,2013-03-01,0.0
8,54,2013-03-15,87.51929910988787
8,54,2013-03-22,149.27195878129606
8,54,2013-03-29,29.676722586029136
8,54,2013-04-19,32.01128392201464
8,54,2013-04-26,7.764962500226707
8,54,2013-05-17,56.40201386029709
8,54,2013-05-24,53.61545764253184
8,54,2013-05-31,12.608429102082573
8,54,2013-06-07,141.95101140302336
8,54,2013-06-14,48.52307988115461
8,54,2013-06-21,72.04762952412239
8,54,2013-06-28,47.179877984800825
8,54,2013-07-05,176.39420288857127
8,54,2013-07-12,0.0
8,54,2013-07-26,0.0
8,55,2012-11-02,6808.518547725482
8,55,2012-11-09,11539.648721406673
8,55,2012-11-16,8401.158680091547
8,55,2012-11-23,18417.179903881413
8,55,2012-11-30,7419.779160205876
8,55,2012-12-07,8339.754428217517
8,55,2012-12-14,9703.508157514065
8,55,2012-12-21,13787.825548336394
8,55,2012-12-28,10896.116227408045
8,55,2013-01-04,6523.513720229728
8,55,2013-01-11,5257.858703722863
8,55,2013-01-18,5543.086464114131
8,55,2013-01-25,5443.817159224922
8,55,2013-02-01,6620.3279582793275
8,55,2013-02-08,7971.446710917362
8,55,2013-02-15,8231.489736173167
8,55,2013-02-22,6194.263394489559
8,55,2013-03-01,6192.391570129394
8,55,2013-03-08,6610.780972450143
8,55,2013-03-15,6620.640990466943
8,55,2013-03-22,6541.1830533858065
8,55,2013-03-29,6000.272188976725
8,55,2013-04-05,5915.230768043891
8,55,2013-04-12,5599.27668201065
8,55,2013-04-19,5517.828535718688
8,55,2013-04-26,5449.637531910675
8,55,2013-05-03,5691.818338321201
8,55,2013-05-10,5703.4882298630855
8,55,2013-05-17,5460.101408148095
8,55,2013-05-24,5570.025115989076
8,55,2013-05-31,5624.245362816104
8,55,2013-06-07,6247.594283994615
8,55,2013-06-14,5382.914906674709
8,55,2013-06-21,5992.380068869791
8,55,2013-06-28,5432.411487478816
8,55,2013-07-05,5808.200306318711
8,55,2013-07-12,5446.423096194565
8,55,2013-07-19,5444.605061934955
8,55,2013-07-26,5378.938283386431
8,56,2012-11-02,1197.875401139908
8,56,2012-11-09,1063.4553996871887
8,56,2012-11-16,992.9652826078717
8,56,2012-11-23,1450.5607925030088
8,56,2012-11-30,1363.4934245587237
8,56,2012-12-07,1304.49826476872
8,56,2012-12-14,1314.386830202704
8,56,2012-12-21,1169.8061271292886
8,56,2012-12-28,509.02926286287703
8,56,2013-01-04,916.9316376394299
8,56,2013-01-11,1003.1106931218142
8,56,2013-01-18,1066.8303471495929
8,56,2013-01-25,1183.6689162481835
8,56,2013-02-01,1414.67108874585
8,56,2013-02-08,1660.9245262438276
8,56,2013-02-15,1502.2406025261603
8,56,2013-02-22,1160.5423137231135
8,56,2013-03-01,1440.4483383480285
8,56,2013-03-08,1968.1752327209047
8,56,2013-03-15,2623.4648897081242
8,56,2013-03-22,2646.4380258327446
8,56,2013-03-29,3710.666603435675
8,56,2013-04-05,3826.805569380456
8,56,2013-04-12,2619.85194764097
8,56,2013-04-19,2458.243312391931
8,56,2013-04-26,2862.8664761202945
8,56,2013-05-03,3124.8876872938245
8,56,2013-05-10,2892.8091007734656
8,56,2013-05-17,2522.327945559816
8,56,2013-05-24,2541.0385889403337
8,56,2013-05-31,2200.2658503990324
8,56,2013-06-07,2734.6292998243807
8,56,2013-06-14,2354.4898798604163
8,56,2013-06-21,2215.055386815491
8,56,2013-06-28,1691.0375315752415
8,56,2013-07-05,1747.1349224845058
8,56,2013-07-12,1234.0821729838367
8,56,2013-07-19,1437.6916065205837
8,56,2013-07-26,1136.845598693103
8,58,2012-11-02,1054.1526947273865
8,58,2012-11-09,1094.598942694754
8,58,2012-11-16,907.1201915686282
8,58,2012-11-23,1725.4991913446468
8,58,2012-11-30,1097.2967994326511
8,58,2012-12-07,1155.145819583398
8,58,2012-12-14,1102.7277086898125
8,58,2012-12-28,510.65987920395895
8,58,2013-01-04,1021.0907795484966
8,58,2013-01-11,906.3296806595527
8,58,2013-01-18,1249.162489223151
8,58,2013-01-25,1009.5946351191011
8,58,2013-02-01,1256.877848352406
8,58,2013-02-08,1435.6071424074944
8,58,2013-02-15,1149.1180813123917
8,58,2013-02-22,1013.2067829847431
8,58,2013-03-01,962.9737385196911
8,58,2013-03-08,1175.9102426737613
8,58,2013-03-15,1110.9837760412706
8,58,2013-04-12,1021.2161473344552
8,58,2013-04-19,1075.2628238708994
8,58,2013-04-26,1065.707381333425
8,58,2013-05-03,1123.4143121888665
8,58,2013-05-10,1075.253519520355
8,58,2013-05-17,1072.355047632554
8,58,2013-05-24,982.4387002593124
8,58,2013-05-31,955.6651801865372
8,58,2013-06-07,1182.3690296299453
8,58,2013-06-14,1011.6206221195174
8,58,2013-06-21,1277.0239691460545
8,58,2013-06-28,1196.440303296255
8,58,2013-07-05,1213.2476477318216
8,58,2013-07-12,1051.2447944801365
8,58,2013-07-19,966.2984748336205
8,58,2013-07-26,1003.6406723315324
8,59,2012-11-02,196.56729907980292
8,59,2012-11-09,167.3790314706107
8,59,2012-11-16,59.15847116312932
8,59,2012-11-23,413.37693312305953
8,59,2012-11-30,245.6316612491381
8,59,2012-12-07,381.41302797139275
8,59,2012-12-14,459.30033752423014
8,59,2012-12-21,892.0302384901495
8,59,2012-12-28,0.0
8,59,2013-01-04,20.372004313815694
8,59,2013-01-11,67.20577945776776
8,59,2013-01-18,96.25403150800751
8,59,2013-01-25,158.35323361214074
8,59,2013-02-01,285.68203676934354
8,59,2013-02-08,537.8479807824659
8,59,2013-02-15,234.700545881705
8,59,2013-02-22,98.78946499179958
8,59,2013-03-01,115.87412168069936
8,59,2013-03-08,324.0310541972789
8,59,2013-03-15,263.8840371319678
8,59,2013-03-22,259.54575500282533
8,59,2013-03-29,150.44206696724893
8,59,2013-04-05,135.9180328037619
8,59,2013-04-12,169.33696648736765
8,59,2013-04-19,201.09397780164431
8,59,2013-04-26,167.36863059941743
8,59,2013-05-03,249.24514568504065
8,59,2013-05-10,186.68152861467394
8,59,2013-05-17,225.2553850171973
8,59,2013-05-24,118.50208723754245
8,59,2013-05-31,100.08284000717472
8,59,2013-06-07,326.6485173009238
8,59,2013-06-14,147.68389656417784
8,59,2013-06-21,233.09765595446004
8,59,2013-06-28,212.58957696152527
8,59,2013-07-05,278.37197468463853
8,59,2013-07-12,83.51850728061943
8,59,2013-07-19,120.57015381929656
8,59,2013-07-26,149.5577942798554
8,60,2012-11-02,262.81592345343904
8,60,2012-11-09,229.78640828565293
8,60,2012-11-16,125.40717278438484
8,60,2012-11-23,471.2711568619303
8,60,2012-11-30,303.5258849880086
8,60,2012-12-07,344.5388463771213
8,60,2012-12-14,308.125755625137
8,60,2012-12-21,371.0448501426746
8,60,2012-12-28,0.0
8,60,2013-01-04,90.33403429658254
8,60,2013-01-11,139.6305894393139
8,60,2013-01-18,168.67883386015913
8,60,2013-01-25,230.77802070550302
8,60,2013-02-01,358.1068086039171
8,60,2013-02-08,610.2726915818831
8,60,2013-02-15,307.12536349264576
8,60,2013-02-22,171.21423301167573
8,60,2013-03-01,188.29892403285106
8,60,2013-03-08,396.4558260318524
8,60,2013-03-15,336.30876319017415
8,60,2013-03-22,331.97049631982065
8,60,2013-03-29,222.86685406061144
8,60,2013-04-05,208.34256812710467
8,60,2013-04-12,241.76170780436308
8,60,2013-04-19,273.51859704832725
8,60,2013-04-26,239.79335665762375
8,60,2013-05-03,321.6699175196142
8,60,2013-05-10,259.10631570803673
8,60,2013-05-17,297.68011107540383
8,60,2013-05-24,190.9267770561247
8,60,2013-05-31,172.5075202890139
8,60,2013-06-07,399.07325861791924
8,60,2013-06-14,220.10857303131968
8,60,2013-06-21,305.52232097751016
8,60,2013-06-28,285.01432590791524
8,60,2013-07-05,350.796670225267
8,60,2013-07-12,155.9432295241282
8,60,2013-07-19,192.99498287432903
8,60,2013-07-26,221.9825813732181
8,67,2012-11-02,4874.36594926113
8,67,2012-11-09,4959.979880409053
8,67,2012-11-16,4944.120145545526
8,67,2012-11-23,5254.424292825728
8,67,2012-11-30,4874.628282128173
8,67,2012-12-07,5603.7360630462335
8,67,2012-12-14,6937.855355761709
8,67,2012-12-21,9774.22091431242
8,67,2012-12-28,4711.152606653234
8,67,2013-01-04,4523.629613395346
8,67,2013-01-11,4452.482340708378
8,67,2013-01-18,4570.381303347238
8,67,2013-01-25,4901.610130231605
8,67,2013-02-01,5594.842554366181
8,67,2013-02-08,7909.909785528034
8,67,2013-02-15,10859.510462227327
8,67,2013-02-22,4751.682179823022
8,67,2013-03-01,4550.020660370275
8,67,2013-03-08,5267.717754434954
8,67,2013-03-15,4835.39689883205
8,67,2013-03-22,5051.713162887107
8,67,2013-03-29,5135.5615524669465
8,67,2013-04-05,5443.558411154394
8,67,2013-04-12,5104.019131982911
8,67,2013-04-19,5090.321722159518
8,67,2013-04-26,5003.181286242488
8,67,2013-05-03,5875.162556039009
8,67,2013-05-10,8962.703144217805
8,67,2013-05-17,9206.067548771443
8,67,2013-05-24,6755.001284343711
8,67,2013-05-31,5221.251743061847
8,67,2013-06-07,5498.026105558698
8,67,2013-06-14,6309.0024579690735
8,67,2013-06-21,5991.913755009909
8,67,2013-06-28,4811.031472586417
8,67,2013-07-05,4900.3798991522235
8,67,2013-07-12,4730.731601029258
8,67,2013-07-19,4692.281753297741
8,67,2013-07-26,4803.54952408508
8,71,2012-11-02,1272.19259682803
8,71,2012-11-09,1085.0456122823052
8,71,2012-11-16,1039.560942368185
8,71,2012-11-23,2100.622327510963
8,71,2012-11-30,1094.575470284657
8,71,2012-12-07,1297.616601169245
8,71,2012-12-14,1264.8351238227679
8,71,2012-12-21,1528.109425094521
8,71,2012-12-28,831.7679795248313
8,71,2013-01-04,1277.3846696220025
8,71,2013-01-11,1064.1053515730518
8,71,2013-01-18,1180.771394916746
8,71,2013-01-25,1146.1748765264394
8,71,2013-02-01,1639.619346218396
8,71,2013-02-08,2065.3104343911205
8,71,2013-02-15,1587.163979306893
8,71,2013-02-22,1417.59511996514
8,71,2013-03-01,1449.4443897048932
8,71,2013-03-08,1560.5495482082172
8,71,2013-03-15,1514.9298737623103
8,71,2013-03-22,1243.3564405629077
8,71,2013-03-29,1107.0505593697917
8,71,2013-04-05,1138.1978213921384
8,71,2013-04-12,1089.4684968283057
8,71,2013-04-19,1212.9792587121115
8,71,2013-04-26,1117.9304728955399
8,71,2013-05-03,1256.300393562968
8,71,2013-05-10,1190.755749369242
8,71,2013-05-17,1198.7863116464532
8,71,2013-05-24,1107.1696051473375
8,71,2013-05-31,1144.1265083177682
8,71,2013-06-07,1333.6251215468628
8,71,2013-06-14,1193.303119583718
8,71,2013-06-21,1325.0433416921915
8,71,2013-06-28,1197.0418450103393
8,71,2013-07-05,1315.7983554427246
8,71,2013-07-12,1155.5983459729068
8,71,2013-07-19,1294.9608744393302
8,71,2013-07-26,1244.378138069374
8,72,2012-11-02,41328.08857655349
8,72,2012-11-09,38631.227350903035
8,72,2012-11-16,34858.75075008845
8,72,2012-11-23,177248.78739814242
8,72,2012-11-30,40369.49336606634
8,72,2012-12-07,44150.085587388545
8,72,2012-12-14,42718.722855970336
8,72,2012-12-21,66493.07119891274
8,72,2012-12-28,37621.65156543122
8,72,2013-01-04,33992.66269889609
8,72,2013-01-11,32887.551610725255
8,72,2013-01-18,35179.37452692355
8,72,2013-01-25,32471.63202302919
8,72,2013-02-01,43729.198833896175
8,72,2013-02-08,53917.47645930725
8,72,2013-02-15,44201.078233098786
8,72,2013-02-22,39607.507566868204
8,72,2013-03-01,38402.45431715979
8,72,2013-03-08,41295.866102451735
8,72,2013-03-15,37466.303751308
8,72,2013-03-22,34865.47328402985
8,72,2013-03-29,32999.84661222161
8,72,2013-04-05,38068.503970396094
8,72,2013-04-12,30381.391934489424
8,72,2013-04-19,34441.55315991718
8,72,2013-04-26,34125.62977554272
8,72,2013-05-03,33841.271265685566
8,72,2013-05-10,31751.447520845257
8,72,2013-05-17,32654.46466657729
8,72,2013-05-24,31110.792392309493
8,72,2013-05-31,28707.90787639236
8,72,2013-06-07,33623.068215052015
8,72,2013-06-14,33581.123272557874
8,72,2013-06-21,32648.726570522507
8,72,2013-06-28,29289.434566008917
8,72,2013-07-05,33184.114670428295
8,72,2013-07-12,32372.544243000797
8,72,2013-07-19,30596.642825093204
8,72,2013-07-26,31205.485128343025
8,74,2012-11-02,8743.914798100257
8,74,2012-11-09,8906.748720209263
8,74,2012-11-16,8217.528486041014
8,74,2012-11-23,13557.149461599653
8,74,2012-11-30,9841.448468113398
8,74,2012-12-07,8970.10951609247
8,74,2012-12-14,9664.492790351374
8,74,2012-12-21,10990.17343459222
8,74,2012-12-28,10230.669238117254
8,74,2013-01-04,11778.6040615987
8,74,2013-01-11,9690.452431952592
8,74,2013-01-18,9421.427529030536
8,74,2013-01-25,8963.574031130933
8,74,2013-02-01,9996.275013634942
8,74,2013-02-08,10827.976250765652
8,74,2013-02-15,10394.295512124405
8,74,2013-02-22,9711.253260415866
8,74,2013-03-01,9654.636007106848
8,74,2013-03-08,10230.813682464235
8,74,2013-03-15,9572.07879683948
8,74,2013-03-22,9504.88236171734
8,74,2013-03-29,9201.860464883233
8,74,2013-04-05,8981.719986187296
8,74,2013-04-12,8488.013072767924
8,74,2013-04-19,8501.055114642222
8,74,2013-04-26,8378.250940818016
8,74,2013-05-03,9137.133930043925
8,74,2013-05-10,8890.16024534079
8,74,2013-05-17,8587.265125946538
8,74,2013-05-24,8544.755718850363
8,74,2013-05-31,9092.733034584468
8,74,2013-06-07,9070.176910460732
8,74,2013-06-14,8653.162177478476
8,74,2013-06-21,9051.782775842988
8,74,2013-06-28,8889.993106400336
8,74,2013-07-05,9525.113988488883
8,74,2013-07-12,8501.413979345856
8,74,2013-07-19,9462.67907964941
8,74,2013-07-26,9298.426080151636
8,79,2012-11-02,22130.803869437994
8,79,2012-11-09,20184.15706555396
8,79,2012-11-16,19252.763354870716
8,79,2012-11-23,22818.473330760196
8,79,2012-11-30,23528.547854505036
8,79,2012-12-07,21688.236756050726
8,79,2012-12-14,21516.28078947076
8,79,2012-12-21,21860.493287407833
8,79,2012-12-28,18116.346800660307
8,79,2013-01-04,21909.426115685113
8,79,2013-01-11,18362.143504047992
8,79,2013-01-18,19527.965895751346
8,79,2013-01-25,19654.096219994888
8,79,2013-02-01,26272.474040024048
8,79,2013-02-08,25333.067704873312
8,79,2013-02-15,20856.714388562577
8,79,2013-02-22,21222.81104068413
8,79,2013-03-01,22494.81720353412
8,79,2013-03-08,23619.26577824108
8,79,2013-03-15,20861.099852203886
8,79,2013-03-22,20540.492159031077
8,79,2013-03-29,21798.36001201869
8,79,2013-04-05,23357.793796757862
8,79,2013-04-12,20627.20877198804
8,79,2013-04-19,21000.562059794476
8,79,2013-04-26,20176.995717729114
8,79,2013-05-03,24033.420377330593
8,79,2013-05-10,21517.695140332005
8,79,2013-05-17,20120.28271270267
8,79,2013-05-24,20451.336716002726
8,79,2013-05-31,23142.364061262797
8,79,2013-06-07,23828.935287505505
8,79,2013-06-14,21410.127679942394
8,79,2013-06-21,20889.856897739093
8,79,2013-06-28,20528.328557405075
8,79,2013-07-05,24773.250209962993
8,79,2013-07-12,19813.56104430805
8,79,2013-07-19,20982.999944511153
8,79,2013-07-26,19696.793593524402
8,80,2012-11-02,9651.177098809516
8,80,2012-11-09,9637.90094372569
8,80,2012-11-16,9650.937019054734
8,80,2012-11-23,10662.537343311027
8,80,2012-11-30,9829.89294401075
8,80,2012-12-07,10520.648228490463
8,80,2012-12-14,10546.473184477101
8,80,2012-12-21,11113.616206632052
8,80,2012-12-28,8536.175419577166
8,80,2013-01-04,9945.168481141978
8,80,2013-01-11,9435.697840247429
8,80,2013-01-18,9526.271041674541
8,80,2013-01-25,9534.575370940096
8,80,2013-02-01,10218.051746521154
8,80,2013-02-08,11312.377245030724
8,80,2013-02-15,10074.71802575739
8,80,2013-02-22,9608.462442044376
8,80,2013-03-01,9513.183560166704
8,80,2013-03-08,10417.51637781993
8,80,2013-03-15,9900.71829183184
8,80,2013-03-22,9987.484826150276
8,80,2013-03-29,9997.20007533555
8,80,2013-04-05,9883.716181432299
8,80,2013-04-12,9942.015391529352
8,80,2013-04-19,9833.496176732808
8,80,2013-04-26,9524.979197587547
8,80,2013-05-03,9926.248514565332
8,80,2013-05-10,9939.725010933345
8,80,2013-05-17,9943.326862769456
8,80,2013-05-24,9439.487812779365
8,80,2013-05-31,9449.866798351999
8,80,2013-06-07,9919.333736479017
8,80,2013-06-14,9795.130237103072
8,80,2013-06-21,9662.382191575041
8,80,2013-06-28,9573.9062271742
8,80,2013-07-05,10029.463948213252
8,80,2013-07-12,9587.386921782952
8,80,2013-07-19,9589.973775645252
8,80,2013-07-26,9532.00082502749
8,81,2012-11-02,12469.859367110937
8,81,2012-11-09,12630.477820020595
8,81,2012-11-16,12312.526872453203
8,81,2012-11-23,14047.7297405184
8,81,2012-11-30,12712.114025774448
8,81,2012-12-07,13227.979727393555
8,81,2012-12-14,13181.021544781739
8,81,2012-12-21,13329.807266154696
8,81,2012-12-28,10086.724949497202
8,81,2013-01-04,12946.488476968081
8,81,2013-01-11,12439.628077202502
8,81,2013-01-18,12466.67432688321
8,81,2013-01-25,12154.31670373154
8,81,2013-02-01,13108.89716692887
8,81,2013-02-08,13667.672738345314
8,81,2013-02-15,12673.207792892028
8,81,2013-02-22,12562.651848902933
8,81,2013-03-01,12311.934927389855
8,81,2013-03-08,12957.047203028127
8,81,2013-03-15,13020.428861062861
8,81,2013-03-22,13175.376012541215
8,81,2013-03-29,12814.289955714317
8,81,2013-04-05,13137.473634835225
8,81,2013-04-12,12952.637624009787
8,81,2013-04-19,12882.845993474704
8,81,2013-04-26,12798.057488054055
8,81,2013-05-03,12908.865385064515
8,81,2013-05-10,12844.337429800788
8,81,2013-05-17,12815.531943069296
8,81,2013-05-24,12557.932745575508
8,81,2013-05-31,12824.760922901389
8,81,2013-06-07,13190.699603749985
8,81,2013-06-14,12949.181791582265
8,81,2013-06-21,12658.236175400256
8,81,2013-06-28,12586.73690270359
8,81,2013-07-05,13182.226227404259
8,81,2013-07-12,12321.302600730938
8,81,2013-07-19,12548.876602908174
8,81,2013-07-26,12267.51164786774
8,82,2012-11-02,14111.298540689026
8,82,2012-11-09,14340.99017040723
8,82,2012-11-16,14738.060856621778
8,82,2012-11-23,17279.751524826992
8,82,2012-11-30,15671.629079503065
8,82,2012-12-07,18422.306502994586
8,82,2012-12-14,23797.935016200885
8,82,2012-12-21,35451.9132713025
8,82,2012-12-28,19763.344232778032
8,82,2013-01-04,14241.867577934423
8,82,2013-01-11,13395.79733090068
8,82,2013-01-18,13207.536965692758
8,82,2013-01-25,13409.839056060126
8,82,2013-02-01,14446.734553241517
8,82,2013-02-08,16894.19821764321
8,82,2013-02-15,15287.642193860469
8,82,2013-02-22,13942.558167841216
8,82,2013-03-01,13835.520911994714
8,82,2013-03-08,15410.606293511712
8,82,2013-03-15,14958.899738310849
8,82,2013-03-22,14862.91495189785
8,82,2013-03-29,14578.648194230453
8,82,2013-04-05,14549.950526976252
8,82,2013-04-12,14063.117081194167
8,82,2013-04-19,14205.946315780042
8,82,2013-04-26,14007.613099824335
8,82,2013-05-03,14432.56882934057
8,82,2013-05-10,14350.609976559808
8,82,2013-05-17,14388.196502821842
8,82,2013-05-24,14766.062655938567
8,82,2013-05-31,14195.671500926921
8,82,2013-06-07,14823.070778146463
8,82,2013-06-14,14594.331935626278
8,82,2013-06-21,14719.135620233825
8,82,2013-06-28,14350.69174382892
8,82,2013-07-05,14443.364703548528
8,82,2013-07-12,14023.69716837371
8,82,2013-07-19,14756.481253445167
8,82,2013-07-26,14214.69141091466
8,83,2012-11-02,2338.7546607581344
8,83,2012-11-09,2344.650117795837
8,83,2012-11-16,2182.652606028393
8,83,2012-11-23,2528.662846892331
8,83,2012-11-30,2285.5802162518594
8,83,2012-12-07,2747.216849465263
8,83,2012-12-14,2700.905819662022
8,83,2012-12-21,2621.7204224632333
8,83,2012-12-28,1678.656053333888
8,83,2013-01-04,2643.851438512763
8,83,2013-01-11,2537.37587421499
8,83,2013-01-18,2456.511082574377
8,83,2013-01-25,2309.843081724126
8,83,2013-02-01,2607.2059588663424
8,83,2013-02-08,3133.921544490431
8,83,2013-02-15,2721.194431030626
8,83,2013-02-22,2680.0990880330664
8,83,2013-03-01,2615.1261943068293
8,83,2013-03-08,2957.535289151932
8,83,2013-03-15,3121.107307591348
8,83,2013-03-22,2776.0203802550855
8,83,2013-03-29,2684.6218995680806
8,83,2013-04-05,3069.263672494283
8,83,2013-04-12,2595.5843758126857
8,83,2013-04-19,2470.926392595088
8,83,2013-04-26,2341.879715661741
8,83,2013-05-03,2524.910812119032
8,83,2013-05-10,2426.543602626506
8,83,2013-05-17,2522.640017704125
8,83,2013-05-24,2344.6608275452263
8,83,2013-05-31,2285.766077800678
8,83,2013-06-07,2706.9360752064536
8,83,2013-06-14,2655.522963725036
8,83,2013-06-21,2470.917358569178
8,83,2013-06-28,2457.817729874997
8,83,2013-07-05,2862.444974545041
8,83,2013-07-12,2553.8557822057255
8,83,2013-07-19,2377.671126831171
8,83,2013-07-26,2307.9063488461015
8,85,2012-11-02,1835.8270924943736
8,85,2012-11-09,1735.201809246164
8,85,2012-11-16,1548.0635162596254
8,85,2012-11-23,1997.4096729492721
8,85,2012-11-30,1971.4045822319758
8,85,2012-12-07,2365.277487581706
8,85,2012-12-14,2549.887682965231
8,85,2012-12-21,3420.498646769175
8,85,2012-12-28,1418.789777667369
8,85,2013-01-04,1855.5753485771193
8,85,2013-01-11,1836.296415837117
8,85,2013-01-18,1683.490029670072
8,85,2013-01-25,1680.4566071011725
8,85,2013-02-01,1705.5392100696345
8,85,2013-02-08,2138.7630597838556
8,85,2013-02-15,1775.5301165306225
8,85,2013-02-22,1582.1865124047476
8,85,2013-03-01,1715.9201702471337
8,85,2013-03-08,1809.7393326075658
8,85,2013-03-15,1814.205909443354
8,85,2013-03-22,1786.1246456120007
8,85,2013-03-29,1678.4195171467363
8,85,2013-04-05,1745.822055841603
8,85,2013-04-12,1744.220236676842
8,85,2013-04-19,1845.1167689677447
8,85,2013-04-26,1842.1094545159017
8,85,2013-05-03,2054.264557788075
8,85,2013-05-10,2158.9895587896694
8,85,2013-05-17,1819.6976690318475
8,85,2013-05-24,1869.4675761439569
8,85,2013-05-31,1868.4695383305393
8,85,2013-06-07,1963.2934388525969
8,85,2013-06-14,1861.3905729382643
8,85,2013-06-21,2020.7604841210346
8,85,2013-06-28,1791.0708190543546
8,85,2013-07-05,1950.0497344673693
8,85,2013-07-12,1795.5997558401436
8,85,2013-07-19,1695.5074679636537
8,85,2013-07-26,1793.7970376062578
8,87,2012-11-02,23796.044544548902
8,87,2012-11-09,23730.59585877638
8,87,2012-11-16,23212.396358897575
8,87,2012-11-23,24906.372635347216
8,87,2012-11-30,24286.57859748985
8,87,2012-12-07,24403.153291926177
8,87,2012-12-14,24480.73515444198
8,87,2012-12-21,26180.027141696206
8,87,2012-12-28,21790.209238417687
8,87,2013-01-04,25443.882302986098
8,87,2013-01-11,22923.029992313386
8,87,2013-01-18,22540.809553359843
8,87,2013-01-25,23178.733661621016
8,87,2013-02-01,28357.729920343707
8,87,2013-02-08,28435.97821480503
8,87,2013-02-15,26421.135793199304
8,87,2013-02-22,25259.850370373657
8,87,2013-03-01,25728.50079878585
8,87,2013-03-08,26482.587122017292
8,87,2013-03-15,24574.431129119446
8,87,2013-03-22,24628.902447286302
8,87,2013-03-29,23137.426547098297
8,87,2013-04-05,26190.606485358257
8,87,2013-04-12,22662.92053160828
8,87,2013-04-19,24239.672888054956
8,87,2013-04-26,23541.111368858816
8,87,2013-05-03,25927.18371027916
8,87,2013-05-10,23533.55125624391
8,87,2013-05-17,22803.24888072982
8,87,2013-05-24,24801.508810168016
8,87,2013-05-31,25286.768358219466
8,87,2013-06-07,26993.094437988388
8,87,2013-06-14,25037.24551273864
8,87,2013-06-21,25196.71886700137
8,87,2013-06-28,23702.841077411038
8,87,2013-07-05,29358.888895436023
8,87,2013-07-12,24520.80842563091
8,87,2013-07-19,25241.72018351977
8,87,2013-07-26,23940.10469471835
8,90,2012-11-02,44073.86429210106
8,90,2012-11-09,44691.75992201513
8,90,2012-11-16,45188.93869178586
